"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"URATE"	"CHEBI:46819"	"urate"	"8-hydroxyxanthine$2,6,8-trihydroxypurine$trioxopurine$2,6,8-trioxypurine$purine-2,6,8-(1H,3H,9H)-trione$uric acid"	"c1([O-])(nc2(c(c(=O)[nH]1)[nH]c(=O)[nH]2))"	"urate$8-hydroxyxanthine$2,6,8-trihydroxypurine$trioxopurine$2,6,8-trioxypurine$purine-2,6,8-(1H,3H,9H)-trione$uric acid"	"(LIGAND-CPD ""C00366"" NIL |kr| 3346617698 NIL NIL)$(CAS ""69-93-2"")"
"TOLUENE"	"CHEBI:17578"	"toluene"	"methylbenzol$monomethyl benzene$antisal 1a$tolu-sol$methacide$phenyl methane$methylbenzene$toluol"	"Cc1(ccccc1)"	"toluene$methylbenzol$monomethyl benzene$antisal 1a$tolu-sol$methacide$phenyl methane$methylbenzene$toluol"	"(CAS ""108-88-3"")"
"APIGENIN"	"CHEBI:18388"	"apigenin"	"2'44'6'-tetrahydroxychalcone"	"c2(c(o)c(C(C=Cc1(ccc(cc1)O))=O)c(cc2O)O)"	"naringenin chalcone$2'44'6'-tetrahydroxychalcone"	"(CAS ""520-36-5"")"
"CPD-3041"	"CHEBI:310312"	"isoliquiritigenin"	"42'4'-trihydroxychalcone"	"C(c1(ccc(cc1)O))=CC(c2(c(cc(O)cc2)O))=O"	"isoliquiritigenin$42'4'-trihydroxychalcone"	""
"CPD-8098"	"CHEBI:17395"	"cis-caffeic acid"	"3,4-dihydroxycinnamate$cis-caffeic acid$caffeic acid$3,4-dihydroxycinnamic acid$(2Z)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid"	"C(C=CC1(C=C(O)C(=CC=1)O))(=O)[O-]"	"cis-caffeate$3,4-dihydroxycinnamate$cis-caffeic acid$caffeic acid$3,4-dihydroxycinnamic acid$(2Z)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid"	"(CHEBI ""17395"" NIL |kothari| 3454692404 NIL NIL)$(PUBCHEM ""1549111"" NIL |kothari| 3454692404 NIL NIL)$(LIGAND-CPD ""C01481"" NIL |kr| 3410284649 NIL NIL)"
"HYDROQUINONE"	"CHEBI:17594"	"hydroquinone"	"1,4-benzenediol$hydroquinol$benzene-1,4-diol"	"c1(cc(ccc(O)1)O)"	"hydroquinone$1,4-benzenediol$hydroquinol$benzene-1,4-diol"	"(CAS ""123-31-9"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00530"" NIL |keseler| 3341776395 NIL NIL)"
"UBIQUINOL-8"	"CHEBI:61682"	"ubiquinol-8"	"ubiquinol(8)"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=C(C)C(O)C(OC)=C(OC)C(O)1)"	"ubiquinol-8$ubiquinol(8)"	"(LIGAND-CPD ""C00390"" NIL |kr| 3346617701 NIL NIL)"
"REDUCED-MENAQUINONE"	"CHEBI:18151"	"menaquinol"	"Menaquinol 8$reduced menaquinone$vitamin K2"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC2(=C(C)C(O)c1(ccccc1C(O)2))"	"menaquinol$Menaquinol 8$reduced menaquinone$vitamin K2"	"(LIGAND-CPD ""C05819"" NIL |kr| 3346617701 NIL NIL)"
"3-HEXAPRENYL-45-DIHYDROXYBENZOATE"	"CHEBI:58373"	"3-hexaprenyl-4,5-dihydroxybenzoate"	"3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1(cc(cc(O)c(O)1)C(=O)O)"	"3-hexaprenyl-4,5-dihydroxybenzoate$3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid"	"(PUBCHEM ""194172"" NIL |hopkinso| 3317071796 NIL NIL)"
"PHENYLETHYLAMINE"	"CHEBI:225237"	"2-phenylethanaminium"	"Phenethylamine$beta-phenylethylamine$2-phenylethylamine"	"C1(C=CC(CC[N+])=CC=1)"	"phenylethylamine$Phenethylamine$beta-phenylethylamine$2-phenylethylamine"	"(PUBCHEM ""448751"" NIL |taltman| 3451921010 NIL NIL)$(LIGAND-CPD ""C05332"" NIL |kr| 3346617701 NIL NIL)$(CAS ""64-04-0"")"
"SEROTONIN"	"CHEBI:350546"	"serotonin(1+)"	"5-methoxytryptamine$5-HT$hydroxytryptamine$5-hydroxytryptamine"	"C1(=C(C2(=C(N1)C=CC(=C2)O))CC[N+])"	"serotonin$5-methoxytryptamine$5-HT$hydroxytryptamine$5-hydroxytryptamine"	"(PUBCHEM ""4048638"" NIL |taltman| 3451921009 NIL NIL)$(LIGAND-CPD ""C00780"" NIL |kr| 3410284649 NIL NIL)$(CAS ""50-67-9"")"
"2-3-DIHYDROXYBENZOATE"	"CHEBI:18026"	"2,3-dihydroxybenzoic acid"	"2,3-Dihydroxybenzoic acid"	"C(c1(cccc(c1O)O))(O)=O"	"2,3-dihydroxybenzoate$2,3-Dihydroxybenzoic acid"	"(LIGAND-CPD ""C00196"" NIL |kr| 3346617699 NIL NIL)$(CAS ""303-38-8"")"
"CPD-674"	"CHEBI:27386"	"cinnamic acid"	"beta-phenylacrylic acid$3-phenyl-2-propenoic acid$cinnamic acid$cinnamate$trans-cinnamic acid$(E)-cinnamate"	"C(C=Cc1(ccccc1))(O)=O"	"trans-cinnamate$beta-phenylacrylic acid$3-phenyl-2-propenoic acid$cinnamic acid$cinnamate$trans-cinnamic acid$(E)-cinnamate"	"(LIGAND-CPD ""C00423"" NIL |keseler| 3342293824 NIL NIL)$(PUBCHEM ""444539"" NIL |keseler| 3342293824 NIL NIL)$(CAS ""140-10-3"")"
"CPD-110"	"CHEBI:16914"	"salicylic acid"	"salicylic acid$o-hydroxybenzoic acid"	"C(c1(ccccc1O))(O)=O"	"salicylate$salicylic acid$o-hydroxybenzoic acid"	"(CAS ""69-72-7"")"
"3-4-DIHYDROXYBENZOATE"	"CHEBI:36062"	"3,4-dihydroxybenzoic acid"	"protocatechuic acid$3,4-dihydroxybenzoate$3,4-dihydrobenzoic acid$Pca"	"C(c1(cc(c(cc1)O)O))(=O)O"	"protocatechuate$protocatechuic acid$3,4-dihydroxybenzoate$3,4-dihydrobenzoic acid$Pca"	""
"CPD-7615"	"CHEBI:19073"	"1-naphthoic acid"	"1-naphthoic acid"	"C(c2(cccc1(c(cccc1)2)))(=O)O"	"1-naphthoate$1-naphthoic acid"	""
"P-AMINO-BENZOATE"	"CHEBI:30753"	"4-aminobenzoic acid"	"para-aminobenzoic acid$p-aminobenzoic acid$para-aminobenzoate$4-aminobenzoate$4-aminobenzoic acid"	"C(=O)(O)c1(ccc(cc1)N)"	"p-aminobenzoate$para-aminobenzoic acid$p-aminobenzoic acid$para-aminobenzoate$4-aminobenzoate$4-aminobenzoic acid"	"(CAS ""150-13-0"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00568"" NIL |kr| 3346617701 NIL NIL)"
"3-HYDROXYBENZOATE"	"CHEBI:30764"	"3-hydroxybenzoic acid"	"3-hydroxybenzoic acid$m-hydroxybenzoate"	"C(O)(=O)c1(cc(O)ccc1)"	"3-hydroxybenzoate$3-hydroxybenzoic acid$m-hydroxybenzoate"	""
"BENZOATE"	"CHEBI:30746"	"benzoic acid"	"benzoic acid$benzenecarboxylic acid$phenylformic acid"	"C(c1(ccccc1))(O)=O"	"benzoate$benzoic acid$benzenecarboxylic acid$phenylformic acid"	"(CAS ""65-85-0"")"
"3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE"	"CHEBI:57916"	"3-hexaprenyl-4-hydroxy-5-methoxybenzoate"	"3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1(cc(cc(OC)c(O)1)C(=O)O)"	"3-hexaprenyl-4-hydroxy-5-methoxybenzoate$3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid"	"(PUBCHEM ""194231"" NIL |hopkinso| 3317071742 NIL NIL)"
"CATECHOL"	"CHEBI:18135"	"catechol"	"pyrocatechol$2-hydroxyphenol$pyrocatechin$1,2-dihydroxybenzene$1,2-benzenediol$benzenediol"	"c1(ccc(c(O)c1)O)"	"catechol$1,2-benzenediol$pyrocatechol$2-hydroxyphenol$pyrocatechin$1,2-dihydroxybenzene$1,2-benzenediol$benzenediol"	"(CAS ""120-80-9"")"
"NOREPINEPHRINE"	"CHEBI:33569"	"noradrenaline"	"norepinephrine"	"C(C(O)c1(ccc(O)c(c1)O))N"	"noradrenaline$norepinephrine"	""
"L-EPINEPHRINE"	"CHEBI:33568"	"adrenaline"	"epinephrine$L-epinephrine"	"CNCC(O)c1(ccc(c(c1)O)O)"	"adrenaline$epinephrine$L-epinephrine"	""
"DOPAMINE"	"CHEBI:18243"	"dopamine"	"deoxyepinephrine$hydroxytyramine$3,4-dihydroxyphenethylamine$intropin$2-(3,4-dihydroxyphenyl)ethylamine$4-(2-aminoethyl)benzene-1,2-diol$3-hydroxytyramine"	"C(Cc1(cc(c(cc1)O)O))N"	"dopamine$deoxyepinephrine$hydroxytyramine$3,4-dihydroxyphenethylamine$intropin$2-(3,4-dihydroxyphenyl)ethylamine$4-(2-aminoethyl)benzene-1,2-diol$3-hydroxytyramine"	"(PUBCHEM ""681"" NIL |keseler| 3342474637 NIL NIL)$(LIGAND-CPD ""C03758"" NIL |keseler| 3342474637 NIL NIL)$(CAS ""51-61-6"")"
"L-DIHYDROXY-PHENYLALANINE"	"CHEBI:49168"	"dopa"	"DOPA$3-hydroxytyrosine$L-dopa$3,4-dihydroxy-L-phenylalanine$dihydroxyphenylalanine$L-dihydroxy-phenylalanine$levodopa"	"C(C(Cc1(cc(c(cc1)O)O))N)(=O)O"	"L-dopa$alanine, 3-(3,4-dihydroxyphenyl)-, L-$DOPA$3-hydroxytyrosine$L-dopa$3,4-dihydroxy-L-phenylalanine$dihydroxyphenylalanine$L-dihydroxy-phenylalanine$levodopa"	"(NCI ""118381"")$(CAS ""59-92-7"")$(PUBCHEM ""6047"" NIL |qwan| 3371505924 NIL NIL)$(LIGAND-CPD ""C00355"" NIL |qwan| 3371505924 NIL NIL)"
"ENTEROBACTIN"	"CHEBI:28855"	"enterobactin"	"Enterochelin"	"C3(C(NC(c1(c(O)c(ccc1)O))=O)COC(=O)C(COC(C(NC(c2(cccc(c2O)O))=O)CO3)=O)NC(=O)c4(c(c(ccc4)O)O))=O"	"enterobactin$Enterochelin"	""
"4-HYDROXY-BENZYL-ALCOHOL"	"CHEBI:67410"	"p-hydroxybenzyl alcohol"	""	"C(C1(C=CC(O)=CC=1))O"	"4-hydroxybenzyl alcohol"	"(NCI ""227926"")$(CAS ""623-05-2"")"
"COUMARYL-ALCOHOL"	"CHEBI:28386"	"4-hydroxycinnamyl alcohol"	""	"C(=CCO)c1(ccc(O)cc1)"	"coumaryl-alcohol"	""
"CPD-112"	"CHEBI:17231"	"m-cresol"	"meta-cresol$3-methylphenol$m-toluol$m-oxytoluene$1-hydroxy-3-methylbenzene$3-methyl-1-hydroxybenzene$m-cresylic acid$meta-cresylic acid$m-methylphenol$3-hydroxytoluene$hydroxy-3-methylbenzene$m-kresol$3-cresol"	"Cc1(cccc(c1)O)"	"m-cresol$meta-cresol$3-methylphenol$m-toluol$m-oxytoluene$1-hydroxy-3-methylbenzene$3-methyl-1-hydroxybenzene$m-cresylic acid$meta-cresylic acid$m-methylphenol$3-hydroxytoluene$hydroxy-3-methylbenzene$m-kresol$3-cresol"	"(CAS ""108-39-4"")"
"PHENYLACETALDEHYDE"	"CHEBI:16424"	"phenylacetaldehyde"	""	"c1(cc(ccc1)CC=O)"	"phenylacetaldehyde"	"(CAS ""122-78-1"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00601"" NIL |kr| 3346617701 NIL NIL)"
"CPD-7616"	"CHEBI:50205"	"3,4-dihydroxybenzaldehyde"	""	"C(c1(cc(c(cc1)O)O))=O"	"protocatechualdehyde"	""
"BENZALDEHYDE"	"CHEBI:17169"	"benzaldehyde"	"benzanoaldehyde"	"c1(ccc(cc1)[CH]=O)"	"benzaldehyde$benzanoaldehyde"	"(CAS ""100-52-7"")"
"CPD-7614"	"CHEBI:52367"	"1-naphthaldehyde"	""	"C(c2(cccc1(c(cccc1)2)))=O"	"1-naphthaldehyde"	""
"CINNAMALDEHYDE"	"CHEBI:16731"	"cinnamaldehyde"	""	"C(C=Cc1(ccccc1))=O"	"cinnamaldehyde"	""
"INDOLE_ACETALDEHYDE"	"CHEBI:18086"	"indol-3-ylacetaldehyde"	"indole-3-acetaldehyde$2-(indol-3-yl)acetaldehyde"	"c2([nH]c1(c(cccc1)c2CC=O))"	"indole acetaldehyde$1H-indole-3-acetaldehyde$indole-3-acetaldehyde$2-(indol-3-yl)acetaldehyde"	"(CAS ""2591-98-2"")"
"INDOLE"	"CHEBI:16881"	"1H-indole"	""	"c1(cc2(ccccc([nH]1)2))"	"indole"	"(LIGAND-CPD ""C00463"" NIL |kr| 3346617700 NIL NIL)$(CAS ""120-72-9"")"
"CPD-6366"	"CHEBI:18048"	"DIMBOA"	"2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one"	"COc1(ccc2(c(c1)OC(C(N2O)=O)O))"	"DIMBOA$2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one"	""
"INDOLE-3-GLYCEROL-P"	"CHEBI:18299"	"1-C-(indol-3-yl)glycerol 3-phosphate"	"C1-(3-Indolyl)-glycerol 3-phosphate$indole-3-glycerol-P$1-(indol-3-yl)glycerol-3-P$1-(indol-3-yl)glycerol-3-phosphate$indoleglycerol phosphate"	"c12([nH]cc(C(O)C(O)COP(O)(=O)O)c1cccc2)"	"indole-3-glycerol-phosphate$C1-(3-Indolyl)-glycerol 3-phosphate$indole-3-glycerol-P$1-(indol-3-yl)glycerol-3-P$1-(indol-3-yl)glycerol-3-phosphate$indoleglycerol phosphate"	"(LIGAND-CPD ""C03506"" NIL |kr| 3346617700 NIL NIL)"
"NH4OH"	"CHEBI:18219"	"ammonium hydroxide"	"ammonium hydroxide"	"[NH3+]O"	"NH(4)OH$ammonium hydroxide"	""
"CH3-MALONATE-S-ALD"	"CHEBI:16256"	"2-methyl-3-oxopropanoic acid"	"2-methyl-3-oxopropanoate$CH3-malonate-S-ald$ch3-malonate-semialdehyde"	"C(C(C)C(=O)O)=O"	"methylmalonate-semialdehyde$2-methyl-3-oxopropanoate$CH3-malonate-S-ald$ch3-malonate-semialdehyde"	"(CAS ""6236-08-4"")"
"HS"	"CHEBI:16136"	"hydrogen sulfide"	"sulfide$H2S"	"[SH2]"	"hydrogen sulfide$sulfide$H2S"	"(CAS ""06/04/7783"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00283"" NIL |kr| 3346617699 NIL NIL)"
"CPD-862"	"CHEBI:36773"	"camphor"	"2-camphanone$1,7,7-trimethylbicyclo[2.2.1]heptan-2-one$2-camphonone$camphor oil$bornan-2-one$1,7,7-trimethylnorcamphor$2-bornanone$(+)-camphor"	"CC12(C(=O)CC(CC1)C(C)2C)"	"D-camphor$2-camphanone$1,7,7-trimethylbicyclo[2.2.1]heptan-2-one$2-camphonone$camphor oil$bornan-2-one$1,7,7-trimethylnorcamphor$2-bornanone$(+)-camphor"	"(LIGAND-CPD ""c00808"" NIL |kawakami| 3278356531 NIL NIL)$(UM-BBD-CPD ""c0407"" NIL |kawakami| 3278356270 NIL NIL)$(CAS ""464-49-3"")"
"CPD-104"	"CHEBI:18356"	"pyrroloquinoline quinol"	"PQQH2"	"C(c1([nH]c2(c3(c(c(c(c(c1)2)O)O)nc(cc(C(O)=O)3)C(=O)O))))(=O)O"	"reduced pyrroloquinoline-quinone$PQQH2"	""
"PQQ"	"CHEBI:49082"	"4,5-dioxo-3a,4,5,6,7,8,9,9b-octahydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid"	"PQQ$methoxatin"	"c2(c(nc3(C(=O)C(=O)c1(cc(C(=O)O)[nH]c1c(c2C(=O)O)3)))C(=O)O)"	"pyrroloquinoline quinone$PQQ$methoxatin"	"(CAS ""72909-34-3"" NIL |caspi| 3311603486 NIL NIL)"
"2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE"	"CHEBI:18067"	"phylloquinone"	"2-methyl-3-phytyl-1,4-naphthoquinone$phytonadione$phytomenadione$3-phytylmenadione$vitamin K1"	"CC2(C(=O)C1(C=CC=CC=1C(C=2CC=C(C)CCCC(C)CCCC(C)CCCC(C)C)=O))"	"phylloquinone$2-methyl-3-phytyl-1,4-naphthoquinone$phytonadione$phytomenadione$3-phytylmenadione$vitamin K1"	"(NCI ""270681"")$(CAS ""84-80-0"")"
"PLASTOQUINONE-9"	"CHEBI:28377"	"plastoquinone-9"	""	"CC(=CCCC(C)=CCCC(C)=CCC1(=CC(C(=C(C1O)C)C)O))CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C"	"plastoquinone-9"	""
"UBIQUINONE-8"	"CHEBI:61683"	"ubiquinone-8"	"ubiquinone(9)$coenzyme-Q8$Q-9"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=C(C)C(=O)C(OC)=C(OC)C(=O)1)"	"ubiquinone-8$ubiquinone(9)$coenzyme-Q8$Q-9"	"(CAS ""1339-63-5"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00399"" NIL |kr| 3346617701 NIL NIL)"
"DEMETHYLMENAQUINONE"	"CHEBI:48455"	"2-demethylmenaquinone-8"	"DMK-8$demethylmenaquinone"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=CC(=O)c2(ccccc(C(=O)1)2))"	"demethylmenaquinone-8$DMK-8$demethylmenaquinone"	"(LIGAND-CPD ""C05818"" NIL |kr| 3346617699 NIL NIL)"
"VITAMIN_K_2"	"CHEBI:16374"	"menaquinone"	"vitamin K2$MK-8$menaquinone"	"CC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1(C(c2(c(C(C=1C)=O)cccc2))=O))C)C)C)C)C)C)C"	"menaquinone-8$vitamin K2$MK-8$menaquinone"	"(CAS ""84-81-1"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00828"" NIL |kr| 3346617699 NIL NIL)"
"BENZOSEMIQUINONE"	"CHEBI:17977"	"benzosemiquinone"	"p-benzosemiquinone"	"C1(=CC(O)C=CC(=O)1)"	"benzosemiquinone$p-benzosemiquinone"	""
"BETA-TOCOPHEROL"	"CHEBI:47771"	"beta-tocopherol"	""	"CC(C)CCCC(C)CCCC(C)CCCC1(C)(CCC2(C(O1)=C(C)C=C(O)C=2C))"	"beta-tocopherol"	""
"DELTA-TOCOPHEROL"	"CHEBI:47772"	"delta-tocopherol"	""	"CC(C)CCCC(C)CCCC(C)CCCC1(C)(CCC2(C(O1)=C(C)C=C(O)C=2))"	"delta-tocopherol"	""
"METHYL-GLYOXAL"	"CHEBI:17158"	"methylglyoxal"	"oxopropanal$acetylformaldehyde$pyruvic aldehyde$pyruvaldehyde$methyl-glyoxal$2-oxo-propanal"	"CC(C=O)=O"	"methylglyoxal$oxopropanal$acetylformaldehyde$pyruvic aldehyde$pyruvaldehyde$methyl-glyoxal$2-oxo-propanal"	"(LIGAND-CPD ""C00546"" NIL |kr| 3346617698 NIL NIL)$(CAS ""78-98-8"")"
"CIS-3-HEXENAL"	"CHEBI:23292"	"cis-3-hexenal"	""	"C(CC=CCC)=O"	"cis-3-hexenal"	"(CAS ""6789-80-6"")"
"CPD-8660"	"CHEBI:53166"	"crocetin dialdehyde"	"2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-septene-1,16-dial"	"CC(C=O)=CC=CC(=CC=CC=C(C=CC=C(C=O)C)C)C"	"crocetin dialdehyde$2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-septene-1,16-dial"	""
"LACTALD"	"CHEBI:18419"	"lactaldehyde"	"lactaldehyde$(S)-lactaldehyde$L-lactaldehyde$lactald"	"CC(C=O)O"	"L-lactaldehyde$lactaldehyde$(S)-lactaldehyde$L-lactaldehyde$lactald"	"(LIGAND-CPD ""C00424"" NIL |kr| 3346617699 NIL NIL)$(CAS ""598-35-6"")"
"GERANIAL"	"CHEBI:23316"	"citral"	""	"CC(CCC=C(C)C)=CC=O"	"geranial"	"(NCI ""6170"")$(CAS ""5392-40-5"")"
"TRANS-2-HEXENAL"	"CHEBI:19591"	"2-hexenal"	""	"CCCC=CC=O"	"trans-2-hexenal"	"(CAS ""6728-26-3"")"
"ACETALD"	"CHEBI:15343"	"acetaldehyde"	"acetic aldehyde$ethanal$aldehyde$ethyl aldehyde"	"C[CH]=O"	"acetaldehyde$acetic aldehyde$ethanal$aldehyde$ethyl aldehyde"	"(LIGAND-CPD ""C00084"" NIL |kr| 3346617701 NIL NIL)$(UM-BBD-CPD ""c0160"" NIL |kawakami| 3278871808 NIL NIL)$(LIGAND-CPD ""c00084"" NIL |kawakami| 3278871808 NIL NIL)$(CAS ""75-07-0"")"
"CPD-371"	"CHEBI:17935"	"octanal"	"1-Caprylaldehyde$1-Octylaldehyde$1-Octaldehyde"	"[CH](CCCCCCC)=O"	"1-octanal$1-Caprylaldehyde$1-Octylaldehyde$1-Octaldehyde"	"(CAS ""124-13-0"")"
"FORMALDEHYDE"	"CHEBI:16842"	"formaldehyde"	"formalin$methanal$formol"	"[CH2]=O"	"formaldehyde$formalin$methanal$formol"	"(LIGAND-CPD ""C00067"" NIL |kr| 3346617701 NIL NIL)$(CAS ""50-00-0"")"
"BUTANAL"	"CHEBI:15743"	"butanal"	"1-butanal$butanal$n-butyraldehyde"	"C(=O)CCC"	"butyraldehyde$butanal$1-butanal$butanal$n-butyraldehyde"	"(CHEBI ""15743"" NIL |taltman| 3452363488 NIL NIL)$(PUBCHEM ""261"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C01412"" NIL |kr| 3346617700 NIL NIL)$(CAS ""123-72-8"")"
"CPD-7000"	"CHEBI:48943"	"isobutyraldehyde"	"isobutyraldehyde"	"CC(C)C=O"	"isobutanal$isobutyraldehyde"	""
"ACETONE"	"CHEBI:15347"	"acetone"	"dimethylketone$2-propanone$propanone"	"CC(=O)C"	"acetone$dimethylketone$2-propanone$propanone"	"(LIGAND-CPD ""C00207"" NIL |krieger| 3261332741 NIL NIL)$(CAS ""67-64-1"")"
"NADP"	"CHEBI:18009"	"NADP+"	"coenzyme II$triphosphopyridine nucleotide$nicotinamide adenine dinucleotide phosphate$NADP-oxidized$NADP-ox$NADP+$TPN$TPN+$TPN-ox$nicotinamide adenine dinucleotide-P$NADP(+)$NADP"	"c5(n(C1(C(C(C(O1)COP(OP(=O)(O)OCC2(C(C(C(O2)[n+]3(cc(ccc3)C(=O)N))O)O))(O)=O)O)OP(O)(O)=O))c4(c(c(ncn4)N)n5))"	"NADP+$coenzyme II$triphosphopyridine nucleotide$nicotinamide adenine dinucleotide phosphate$NADP-oxidized$NADP-ox$NADP+$TPN$TPN+$TPN-ox$nicotinamide adenine dinucleotide-P$NADP(+)$NADP"	"(LIGAND-CPD ""C00006"" NIL |kr| 3346617700 NIL NIL)$(CAS ""53-59-8"")"
"NAD"	"CHEBI:15846"	"NAD+"	"beta-nicotinamide adenine dinucleotide$coenzyme I$diphosphopyridine nucleotide$diphosphopyridine nucleotide oxidized$nicotinamide adenine dinucleotide$nicotinamide adenine dinucleotide oxidized$NAD-oxidized$NAD-ox$NAD+$DPN+$DPN-ox$DPN$beta-nicotinamide adenine dinucleotide$NAD"	"c1(nc(N)c2(ncn(c(n1)2)C5(OC(COP(=O)(O)OP(=O)(O)OCC3(OC(C(O)C(O)3)[n+]4(cccc(c4)C(N)=O)))C(O)C(O)5)))"	"NAD+$beta-nicotinamide adenine dinucleotide$coenzyme I$diphosphopyridine nucleotide$diphosphopyridine nucleotide oxidized$nicotinamide adenine dinucleotide$nicotinamide adenine dinucleotide oxidized$NAD-oxidized$NAD-ox$NAD+$DPN+$DPN-ox$DPN$beta-nicotinamide adenine dinucleotide$NAD"	"(LIGAND-CPD ""C00003"" NIL |kr| 3346617700 NIL NIL)$(CAS ""53-84-9"")"
"NADPH"	"CHEBI:16474"	"NADPH"	"Nicotinamide adenine dinucleotide phosphate - reduced$NADPH+H+$NADPH2$NADPH2$dihydrotriphosphopyridine nucleotide$dihydrotriphosphopyridine nucleotide reduced$dihydronicotinamide adenine dinucleotide phosphate$dihydronicotinamide adenine dinucleotide phosphate reduced$NADP-reduced$NADP-red$NADPH+H+$TPNH$dihydronicotinamide adenine dinucleotide-P$NADP(H)"	"c5(n(C1(C(C(C(O1)COP(OP(=O)(O)OCC2(C(C(C(O2)N3(C=C(CC=C3)C(=O)N))O)O))(O)=O)O)OP(O)(O)=O))c4(c(c(ncn4)N)n5))"	"NADPH$Nicotinamide adenine dinucleotide phosphate - reduced$NADPH+H+$NADPH2$NADPH2$dihydrotriphosphopyridine nucleotide$dihydrotriphosphopyridine nucleotide reduced$dihydronicotinamide adenine dinucleotide phosphate$dihydronicotinamide adenine dinucleotide phosphate reduced$NADP-reduced$NADP-red$NADPH+H+$TPNH$dihydronicotinamide adenine dinucleotide-P$NADP(H)"	"(CAS ""2646-71-1"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00005"" NIL |kr| 3346617699 NIL NIL)"
"NADH"	"CHEBI:16908"	"NADH"	"NADH2$NADH2$dihydrodiphosphopyridine nucleotide$diphosphopyridine nucleotide reduced$dihydronicotinamide adenine dinucleotide$nicotinamide adenine dinucleotide reduced$NAD-reduced$NADH+H+$DPNH"	"C(OP(=O)(O)OP(=O)(OC[CH]1([CH](O)[CH](O)[CH](O1)n3(c2(c(c(N)ncn2)nc3))))O)[CH]4([CH](O)[CH]([CH](O4)N5(C=C(C(N)=O)[CH2]C=C5))O)"	"NADH$NADH2$NADH2$dihydrodiphosphopyridine nucleotide$diphosphopyridine nucleotide reduced$dihydronicotinamide adenine dinucleotide$nicotinamide adenine dinucleotide reduced$NAD-reduced$NADH+H+$DPNH"	"(CAS ""53-84-9"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00004"" NIL |kr| 3346617700 NIL NIL)"
"3-METHYL-1-246-TRIHYDROXYPHENYLBUTAN"	"CHEBI:15951"	"3-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one"	"3-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one$PIVP"	"CC(CC(c1(c(cc(cc1O)O)O))=O)C"	"phlorisovalerophenone$3-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one$PIVP"	"(PUBCHEM ""441269"" NIL |hopkinso| 3317071943 NIL NIL)"
"CPD4KF-35"	"CHEBI:72668"	"(+)-phytocassane C"	""	"CC2([CH]1(CC[CH]3(C(C(CC(O)C([CH]1C(C=C(C=C)2)=O)3C)O)(C)C)))"	"phytocassane C"	""
